A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
1.7855710955082027,7.208634364105109,54.076989096385645,0.8675131940336381,4.305639323468293,5.5400385004332975,-5.400381067411189,0.8582536968718916,0.6190873955975242,3.405682759221594,0.4554958472207537,1.929196545435959,59.0339195108136,54.936461448472855,1
0.0,297.0,29.0,2.0,6.0,4.0,14.0,0.0,0.0,1.0,1.0,2.0,86.0,56.0,0
1.0,103.0,180.0,2.0,13.0,4.0,30.0,1.0,1.0,23.0,1.0,2.0,45.0,89.0,1
1.0,86.0,139.0,2.0,6.0,4.0,7.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0
1.0,109.0,180.0,1.0,4.0,8.0,31.0,0.0,0.0,1.0,1.0,2.0,1.0,18.0,0
1.0,136.0,38.0,2.0,4.0,4.0,14.0,1.0,0.0,1.0,0.0,1.0,98.0,1.0,0
0.0,76.0,173.0,2.0,14.0,8.0,14.0,1.0,1.0,3.0,1.0,2.0,102.0,119.0,1
0.0,95.0,30.0,2.0,14.0,8.0,27.0,1.0,0.0,1.0,1.0,2.0,53.0,220.0,1
0.0,150.0,109.0,2.0,4.0,4.0,93.0,0.0,0.0,1.0,1.0,1.0,32.0,1.0,0
0.0,40.0,9.0,2.0,11.0,8.0,8.0,1.0,1.0,12.0,0.0,2.0,24.0,49.0,1
1.0,211.0,92.0,2.0,11.0,4.0,73.0,0.0,0.0,1.0,0.0,2.0,144.0,36.0,0
0.785512734254233,-34.56154713763084,217.30583162917844,2.2020303085748814,1.1852262140736034,5.427951709111571,37.401263385214776,0.5058272514243042,0.4470767023497613,3.379071478793646,0.4593246303673247,1.928621504474821,58.81175143867035,55.143732022884834,0
1.0,162.0,197.0,2.0,8.0,4.0,14.0,1.0,0.0,1.0,0.0,2.0,38.0,1.0,0
1.0,72.0,160.0,2.0,11.0,8.0,33.0,1.0,0.0,1.0,0.0,2.0,32.0,1.0,1
1.0,110.0,47.0,2.0,9.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,32.0,1.0,0
1.0,40.0,151.0,1.0,4.0,8.0,23.0,1.0,0.0,1.0,1.0,2.0,45.0,1.0,0
1.0,124.0,26.0,2.0,11.0,8.0,5.0,0.0,0.0,1.0,1.0,2.0,77.0,88.0,0
1.0,13.0,10.0,2.0,11.0,4.0,9.0,0.0,1.0,5.0,0.0,2.0,53.0,9.0,0
1.9979500339053275,-26.182839347990974,79.34833400233335,1.755888336913322,7.381998706768848,4.73920870933789,36.72016168703769,0.5239041685642858,0.428823148343272,3.299341612113852,0.4578264444428715,1.9289609586777623,58.79047762953106,55.14628832121239,1
1.832826161932652,132.03554372645158,245.8747704476776,1.3349406170688167,8.568153857984523,5.068785190559001,38.97431425961427,0.5077048029519191,0.4376413338557268,3.288549577436363,0.4556735279223868,1.927984853628007,58.92404153010207,55.26935906865903,1
0.0,171.0,45.0,2.0,9.0,4.0,28.0,1.0,1.0,17.0,0.0,2.0,38.0,184.0,1
0.0,71.0,162.0,2.0,11.0,4.0,11.0,1.0,1.0,6.0,1.0,2.0,1.0,120.0,1
1.0,284.0,116.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,196.0,1
1.0,158.0,57.0,2.0,8.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,102.0,1.0,0
2.2737581696786866,265.57554005518307,110.11008993221998,1.7396731802238217,7.48053586296298,4.523027074326377,35.78764260068662,0.5388453419495167,0.4019762217977038,3.2479799483012544,0.4617835071052352,1.930061656695554,58.99837685221851,55.40717227166835,0
1.0,184.0,10.0,2.0,3.0,5.0,76.0,0.0,0.0,1.0,1.0,1.0,136.0,1.0,0
1.0,45.0,150.0,2.0,10.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1
1.0,98.0,33.0,2.0,6.0,4.0,14.0,0.0,0.0,1.0,0.0,2.0,69.0,1.0,0
