A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
-0.1296025188114016,-23.61504342909288,-29.38414445500787,1.8103527345815649,7.61554739672075,4.721885632409875,41.73261473048811,0.5623949598307519,0.4288167767679539,3.4017779285973067,0.4523624482883812,1.9301019128394128,59.22497696140477,53.96492870248947,0
1.0,192.0,92.0,2.0,3.0,5.0,71.0,1.0,1.0,3.0,0.0,2.0,96.0,126.0,1
0.0,181.0,61.0,1.0,13.0,4.0,73.0,0.0,0.0,1.0,1.0,2.0,69.0,63.0,0
1.0,299.0,151.0,2.0,3.0,5.0,1.0,1.0,1.0,12.0,0.0,2.0,1.0,163.0,1
1.0,260.0,11.0,1.0,13.0,8.0,43.0,1.0,1.0,9.0,0.0,2.0,32.0,105.0,1
1.0,248.0,102.0,2.0,11.0,8.0,85.0,1.0,1.0,7.0,1.0,2.0,148.0,1.0,1
1.0,80.0,171.0,1.0,9.0,4.0,23.0,1.0,0.0,1.0,1.0,2.0,53.0,94.0,1
2.2906464356124854,99.57905413905848,23.653725390842432,1.7642286033229713,7.481520955451102,4.966993885348269,36.586856305585606,0.5241180802529336,0.4278424994014095,3.2987825617088244,0.4579983762780646,1.928985988498002,58.79658048443982,55.14339502720089,0
1.0,130.0,105.0,2.0,14.0,4.0,84.0,1.0,1.0,3.0,0.0,2.0,136.0,8.0,1
1.0,26.0,39.0,1.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,32.0,1.0,0
0.0,18.0,139.0,2.0,6.0,4.0,34.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1
0.0,216.0,66.0,2.0,3.0,8.0,6.0,0.0,0.0,1.0,0.0,2.0,92.0,86.0,0
1.0,259.0,40.0,2.0,7.0,4.0,123.0,0.0,1.0,2.0,1.0,2.0,115.0,54.0,0
1.0,83.0,53.0,2.0,8.0,4.0,15.0,0.0,0.0,1.0,1.0,2.0,44.0,2.0,0
1.0,253.0,149.0,2.0,14.0,8.0,107.0,1.0,1.0,9.0,0.0,2.0,1.0,1.0,1
1.0,198.0,66.0,2.0,9.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,85.0,77.0,1
0.0,92.0,73.0,2.0,11.0,8.0,44.0,1.0,1.0,19.0,0.0,2.0,1.0,115.0,1
1.0,102.0,12.0,2.0,4.0,8.0,73.0,0.0,0.0,1.0,1.0,2.0,111.0,1.0,0
1.0,19.0,94.0,2.0,8.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,24.0,1.0,0
0.0,33.0,139.0,2.0,6.0,4.0,20.0,1.0,1.0,3.0,0.0,2.0,26.0,124.0,1
1.0,181.0,33.0,2.0,14.0,4.0,20.0,1.0,1.0,8.0,1.0,2.0,111.0,207.0,1
1.0,339.0,206.0,2.0,14.0,8.0,129.0,1.0,1.0,10.0,1.0,2.0,1.0,150.0,1
1.0,126.0,87.0,1.0,3.0,8.0,95.0,1.0,1.0,3.0,1.0,2.0,22.0,1.0,0
1.0,285.0,82.0,2.0,6.0,4.0,73.0,1.0,0.0,1.0,0.0,1.0,82.0,1.0,1
1.0,235.0,92.0,2.0,8.0,5.0,99.0,1.0,1.0,17.0,0.0,2.0,37.0,160.0,1
1.8876203483833325,262.1396639490593,129.46467336928873,1.6910155638263102,8.112752347595205,6.1618573808714645,38.763673397849615,0.5192358201412544,0.4772553304019346,3.1824754587979607,0.4661356498901933,1.9282019199895148,58.820753573085895,55.17023074376074,0
0.0,70.0,136.0,2.0,11.0,4.0,43.0,1.0,1.0,11.0,0.0,2.0,24.0,149.0,0
0.0,182.0,66.0,1.0,8.0,4.0,58.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0
1.0,253.0,8.0,2.0,3.0,8.0,88.0,1.0,0.0,1.0,0.0,2.0,131.0,1.0,1
-0.7180120164678122,296.1797425904912,50.26996657295635,1.7663350247048504,7.37021257892189,4.69504543411931,37.13625516222317,0.5232415559616207,0.4275397293385264,3.298574958165293,0.4579699111411427,1.9289859608804167,58.79714402774872,55.143436073941096,1
1.0,35.0,144.0,2.0,9.0,4.0,37.0,1.0,0.0,1.0,0.0,2.0,38.0,189.0,1
0.0,271.0,33.0,2.0,11.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,93.0,1.0,0
1.1577358729735634,-140.21891491452945,149.95513526207498,2.204008313104156,7.812401972495366,4.868026739476348,35.09369214099128,0.5141560956873645,0.389092075788811,3.1737867186175603,0.4658463564490657,1.915987328976176,59.458660681757245,56.95645746431714,1
0.0,322.0,92.0,1.0,1.0,1.0,85.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0
1.0,114.0,52.0,1.0,8.0,4.0,26.0,1.0,1.0,6.0,1.0,2.0,53.0,218.0,1
0.0,246.0,119.0,2.0,11.0,4.0,14.0,1.0,1.0,4.0,1.0,2.0,48.0,1.0,1
1.0,126.0,46.0,2.0,9.0,4.0,47.0,1.0,1.0,12.0,1.0,2.0,140.0,30.0,1
1.0,238.0,118.0,2.0,11.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,69.0,94.0,1
1.0,257.0,101.0,1.0,9.0,4.0,69.0,1.0,0.0,1.0,1.0,2.0,16.0,173.0,1
1.0,14.0,73.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,53.0,32.0,0
1.0,91.0,180.0,2.0,9.0,4.0,24.0,1.0,0.0,1.0,1.0,2.0,92.0,1.0,0
0.0,4.0,130.0,2.0,11.0,4.0,4.0,0.0,1.0,2.0,1.0,2.0,1.0,69.0,0
1.0,45.0,150.0,2.0,10.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1
0.0,43.0,40.0,2.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
1.0,225.0,80.0,2.0,9.0,4.0,76.0,1.0,1.0,15.0,0.0,2.0,126.0,168.0,1
1.0,68.0,164.0,2.0,9.0,4.0,47.0,1.0,1.0,2.0,0.0,2.0,24.0,90.0,1
1.0,42.0,123.0,2.0,8.0,4.0,14.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
0.0,79.0,114.0,2.0,11.0,4.0,70.0,1.0,1.0,11.0,0.0,2.0,38.0,85.0,1
1.0,77.0,169.0,2.0,9.0,8.0,50.0,1.0,1.0,12.0,1.0,2.0,100.0,92.0,1
1.0,54.0,30.0,1.0,8.0,8.0,7.0,0.0,0.0,1.0,0.0,2.0,98.0,78.0,0
1.0,185.0,40.0,2.0,9.0,4.0,29.0,0.0,0.0,1.0,0.0,2.0,38.0,1.0,0
0.0,96.0,67.0,1.0,6.0,4.0,7.0,1.0,0.0,1.0,1.0,2.0,120.0,1.0,1
1.0,124.0,26.0,2.0,11.0,8.0,5.0,0.0,0.0,1.0,1.0,2.0,77.0,88.0,0
1.0,175.0,139.0,1.0,9.0,8.0,90.0,1.0,0.0,1.0,1.0,2.0,51.0,1.0,1
0.0,61.0,173.0,2.0,8.0,4.0,7.0,0.0,0.0,1.0,1.0,2.0,63.0,1.0,0
1.0,174.0,59.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,38.0,1.0,0
1.0,170.0,87.0,1.0,13.0,4.0,37.0,0.0,0.0,1.0,1.0,2.0,38.0,1.0,0
1.0,145.0,82.0,2.0,8.0,4.0,5.0,0.0,0.0,1.0,0.0,2.0,76.0,1.0,0
1.0,95.0,175.0,2.0,4.0,4.0,52.0,1.0,1.0,3.0,1.0,2.0,38.0,6.0,0
1.0,40.0,151.0,1.0,4.0,8.0,23.0,1.0,0.0,1.0,1.0,2.0,45.0,1.0,0
1.0,290.0,136.0,2.0,8.0,8.0,119.0,1.0,1.0,10.0,0.0,2.0,64.0,177.0,1
1.0,169.0,52.0,1.0,10.0,8.0,2.0,1.0,0.0,1.0,1.0,2.0,127.0,1.0,1
0.0,113.0,67.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,63.0,41.0,0
-1.0613447753763512,180.16362704943512,81.46142311598864,1.8975747354920125,6.231892403576573,4.801978651681207,38.26934303357342,0.5236321848640106,0.4254109900475896,3.2981596086134,0.4579589655009964,1.9289786472187576,58.79739821738661,55.14310829466199,0
1.0,288.0,92.0,2.0,7.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,80.0,1.0,1
1.0,163.0,160.0,2.0,14.0,4.0,99.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1
1.0,207.0,15.0,1.0,9.0,4.0,8.0,0.0,0.0,1.0,1.0,2.0,104.0,3.0,0
1.0,157.0,1.0,2.0,9.0,4.0,31.0,1.0,1.0,2.0,0.0,2.0,70.0,1.0,1
1.0,176.0,63.0,2.0,2.0,8.0,95.0,0.0,0.0,1.0,1.0,2.0,101.0,1.0,0
1.0,35.0,1.0,1.0,7.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,152.0,2.0,1
0.0,247.0,33.0,2.0,3.0,5.0,52.0,1.0,0.0,1.0,1.0,2.0,1.0,94.0,1
1.7388716313754191,-123.80368005646224,0.6604778059700749,1.912872682119976,9.466399583943875,3.9092412413350353,57.17646787910153,0.627903179563136,0.5028279870028701,3.2874201889161303,0.4574321771501845,1.9286449666836625,58.81052796718717,55.035304486061605,1
1.0,135.0,142.0,2.0,11.0,8.0,94.0,1.0,1.0,7.0,0.0,2.0,125.0,71.0,1
3.0816240251546603,203.1925957898298,83.26314985967367,1.7664395396120214,7.367895184451896,4.694055183878695,37.12816701362059,0.5233246218029304,0.4275163480512853,3.2984367449814087,0.4579685615284268,1.928984761673704,58.79718570926368,55.143263133061225,1
1.0,114.0,92.0,2.0,13.0,4.0,79.0,1.0,1.0,2.0,1.0,2.0,38.0,1.0,1
1.0,56.0,160.0,2.0,8.0,4.0,65.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1
0.0,29.0,151.0,2.0,2.0,4.0,11.0,0.0,0.0,1.0,0.0,2.0,24.0,34.0,0
1.0,307.0,119.0,2.0,4.0,4.0,98.0,1.0,1.0,16.0,0.0,2.0,1.0,231.0,1
0.0,100.0,37.0,2.0,11.0,4.0,32.0,1.0,1.0,3.0,0.0,2.0,69.0,1.0,0
1.0,242.0,79.0,2.0,7.0,4.0,73.0,0.0,0.0,1.0,1.0,1.0,131.0,1.0,0
1.0,163.0,13.0,2.0,2.0,4.0,24.0,1.0,0.0,1.0,1.0,1.0,168.0,1.0,0
1.0,93.0,70.0,2.0,8.0,4.0,52.0,1.0,1.0,7.0,0.0,2.0,65.0,125.0,1
1.0,142.0,99.0,2.0,7.0,4.0,47.0,0.0,1.0,2.0,1.0,2.0,146.0,43.0,0
1.0,83.0,16.0,1.0,9.0,4.0,61.0,1.0,1.0,7.0,1.0,2.0,72.0,100.0,0
1.0,163.0,87.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,2.0,134.0,1.0,0
1.0,2.0,123.0,2.0,10.0,4.0,26.0,0.0,0.0,1.0,0.0,2.0,161.0,1.0,0
0.4679358220644171,351.6018443383479,-68.78755968501058,2.0414381526346386,8.4900163222556,3.743995544568251,36.67691113757889,0.4751691808441415,0.4134978648793202,3.117587229775455,0.4831624812319731,1.9440107589433464,57.83018133099768,58.25284439285171,1
0.0,95.0,164.0,1.0,6.0,4.0,81.0,1.0,0.0,1.0,0.0,2.0,38.0,1.0,0
0.0,75.0,170.0,2.0,13.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,24.0,169.0,1
-0.4017843576470271,472.8612387288324,83.81685037741211,1.7176749632275,7.526180347226838,4.707168014337006,37.509543707399104,0.5390191439640575,0.4063904012256237,3.2636500797336483,0.4612983280734305,1.928263449672455,58.79785520658111,55.14235202178146,1
1.0,155.0,66.0,2.0,13.0,8.0,52.0,0.0,0.0,1.0,1.0,1.0,111.0,1.0,0
1.0,91.0,40.0,2.0,8.0,4.0,7.0,0.0,0.0,1.0,0.0,2.0,35.0,1.0,0
1.0,258.0,89.0,2.0,6.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,34.0,50.0,0
1.0,55.0,46.0,2.0,9.0,4.0,37.0,0.0,0.0,1.0,0.0,2.0,49.0,9.0,1
0.0,223.0,93.0,2.0,8.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,53.0,1.0,0
0.0,40.0,9.0,2.0,11.0,8.0,8.0,1.0,1.0,12.0,0.0,2.0,24.0,49.0,1
1.0,149.0,36.0,1.0,8.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,58.0,73.0,0
1.0,34.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,2.0,13.0,2.0,0
0.0,76.0,54.0,2.0,5.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,69.0,37.0,0
1.8393269597365087,305.4633752758933,82.0982275567996,1.557567462761467,6.639343170702431,3.874864446353095,43.80226681336971,0.4905538349079925,0.4567956146556997,3.4076308208414487,0.4485576665418541,1.921722033759281,58.74371271041616,55.07252208884101,0
1.0,184.0,12.0,1.0,13.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,63.0,1.0,0
1.0,9.0,1.0,1.0,6.0,4.0,7.0,0.0,0.0,1.0,0.0,2.0,18.0,1.0,0
0.0,5.0,72.0,2.0,11.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,38.0,1.0,0
0.0,38.0,6.0,2.0,11.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,124.0,1.0,0
0.0,172.0,46.0,2.0,8.0,4.0,7.0,0.0,0.0,1.0,1.0,2.0,122.0,58.0,0
0.0,27.0,141.0,2.0,11.0,4.0,30.0,1.0,1.0,5.0,0.0,2.0,18.0,118.0,1
1.0,145.0,40.0,1.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,2.0,79.0,1.0,0
1.0,168.0,94.0,2.0,13.0,8.0,97.0,1.0,1.0,4.0,0.0,2.0,105.0,94.0,1
2.342900840533577,123.4967092841175,83.28133082444354,1.7818325625031337,7.3152317393455615,4.789579253838282,37.17388532696263,0.5229335761329691,0.4273972948627585,3.296021255680825,0.4579644110214605,1.9289862107133724,58.7972116094852,55.141066774786985,1
1.0,59.0,27.0,1.0,13.0,4.0,18.0,0.0,0.0,1.0,0.0,2.0,53.0,1.0,0
1.0,181.0,77.0,1.0,14.0,4.0,69.0,1.0,1.0,4.0,1.0,2.0,124.0,1.0,1
0.0,23.0,13.0,3.0,13.0,1.0,115.0,0.0,0.0,1.0,1.0,1.0,102.0,1.0,1
2.345628401647231,301.99315570546514,73.80210248170452,1.964359869088832,6.3945776515320425,4.660815968445717,38.18303632309482,0.5155004368481915,0.4534020757849695,3.283552393962949,0.4579844999024912,1.9288728205952632,58.809380377219966,55.154547575461045,0
1.0,204.0,64.0,2.0,9.0,4.0,4.0,0.0,1.0,3.0,0.0,2.0,77.0,2.0,0
0.0,230.0,87.0,2.0,8.0,4.0,65.0,0.0,0.0,1.0,0.0,2.0,149.0,1.0,0
1.0,63.0,17.0,2.0,8.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,117.0,1.0,0
1.0,54.0,10.0,1.0,8.0,8.0,7.0,0.0,0.0,1.0,0.0,2.0,98.0,78.0,0
1.0,13.0,79.0,2.0,3.0,4.0,9.0,0.0,0.0,1.0,1.0,2.0,45.0,3.0,0
1.0,103.0,60.0,1.0,6.0,4.0,76.0,1.0,0.0,1.0,0.0,2.0,67.0,1.0,0
1.0,193.0,88.0,1.0,3.0,5.0,110.0,1.0,1.0,8.0,1.0,2.0,68.0,1.0,1
1.0,81.0,20.0,2.0,8.0,8.0,3.0,1.0,0.0,1.0,0.0,2.0,63.0,1.0,0
1.0,244.0,17.0,1.0,7.0,4.0,14.0,0.0,0.0,1.0,1.0,2.0,42.0,1.0,0
0.0,346.0,1.0,2.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,65.0,1.0,1
0.0,328.0,207.0,2.0,3.0,5.0,115.0,1.0,1.0,14.0,0.0,2.0,1.0,222.0,1
1.0,220.0,123.0,2.0,11.0,8.0,118.0,1.0,1.0,8.0,1.0,2.0,102.0,6.0,0
1.0,49.0,107.0,2.0,11.0,4.0,10.0,1.0,1.0,2.0,0.0,2.0,53.0,1.0,0
