A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
,163.0,,,,,,,,,1.0,2.0,,,0
,,,2.0,,,,,,,1.0,,,,1
,,29.0,,,,,,,,,2.0,,,0
,238.0,,,,5.0,,,0.0,,,,,,0
0.0,,,,,3.0,,0.0,,,,2.0,,,0
1.0,,,2.0,,8.0,,,,,,,,,0
,,,,1.0,,1.0,0.0,,,,,,59.0,0
1.0,158.0,,,,4.0,,,0.0,,0.0,,,,0
,21.0,8.0,,,,,,,1.0,,,,,0
,,,,2.0,,,0.0,,,0.0,,,,0
,84.0,,2.0,,,,0.0,,,,,,,0
,100.0,,,,,32.0,,1.0,3.0,,2.0,,,0
,,,,,4.0,,,0.0,,,,,1.0,0
,,,,,,,1.0,,,0.0,,,,1
1.0,,,,,,47.0,,1.0,,,2.0,69.0,,1
,164.0,,,,,73.0,0.0,,,,2.0,,1.0,0
,73.0,,2.0,,,11.0,,0.0,,,,,1.0,0
1.0,,,2.0,,,84.0,,,,0.0,,,,1
,,,2.0,,,,0.0,,,,,,,0
,,,,,,,,,,,2.0,,2.0,0
,,151.0,,,,,,,,,,,143.0,1
,,,,6.0,,34.0,,,,1.0,2.0,1.0,,1
,,26.0,2.0,8.0,,,,1.0,,,,,107.0,0
1.0,,,,4.0,,,,0.0,,,,,,0
,,,2.0,,8.0,,,1.0,,,2.0,,,1
1.0,246.0,,,,,7.0,,0.0,,,,,,0
0.0,,,2.0,,,,,0.0,,,,19.0,,0
,,,,7.0,4.0,,,,,,,,,1
,,,,13.0,8.0,,1.0,,,,,,,1
,,61.0,,,,20.0,,,1.0,,,,1.0,0
,,191.0,,,,,,,,,,,,1
,,,,,,1.0,,,1.0,,,65.0,,1
,,,,,,,,0.0,,,,136.0,1.0,0
,79.0,,,,5.0,,,,,,,,,1
1.0,168.0,,,,,,1.0,,,0.0,,,,1
,,,,,5.0,,,,,,,,1.0,0
,,,,13.0,,,,,,,,156.0,,1
,189.0,,,,,,,,,1.0,2.0,98.0,,1
,,,2.0,,,14.0,,,,,,,1.0,0
,,,,,,,1.0,1.0,,,2.0,,,1
,,,,,,,1.0,1.0,,0.0,2.0,,170.0,1
0.0,,,,,,,,,,0.0,,,,0
,287.0,,,,,128.0,,,,,,,,1
,,194.0,,,,,,,,,,,,0
,,,,,5.0,,,,,,,,,1
1.0,184.0,,,,,,0.0,,1.0,,2.0,,,0
,,,,,,,,,,,,,,0
,,5.0,,11.0,,,,,,,2.0,,,1
,,,,,,,,,,,,,,1
,,,2.0,,4.0,,,,,,,,,1
,,182.0,,,,,,1.0,,,,,,0
,,,,,,,,,6.0,,,,,1
,,,,,,,,,,,,,,1
,47.0,29.0,,11.0,,,,,,0.0,,1.0,,1
,,,,,8.0,50.0,,,,,,,,1
,,,,,8.0,,0.0,,1.0,0.0,,,2.0,0
,,199.0,,,4.0,,,,,,2.0,,,1
,79.0,46.0,,,,,,,4.0,,2.0,1.0,122.0,1
,,6.0,,,,2.0,,,,,,,,0
1.0,,,,,,,,,,,,,1.0,0
,,,,,,,,,1.0,0.0,,,,0
,,,,,,,,,,,,,,1
,,,,11.0,,,,0.0,,,,,,0
,123.0,78.0,,,,87.0,,,,,,119.0,,0
,,167.0,,,1.0,1.0,,,,,,,215.0,0
,168.0,,,,,,,,3.0,,,,,0
,,,,,,,,,,,,,,1
,,,,6.0,,,,0.0,1.0,,,92.0,,0
,,,,,,,,,,,,,,1
,,56.0,,,4.0,,,,,,,,,1
,,,,,,,,,,,,1.0,,1
,5.0,,,,,,,,,,2.0,,1.0,0
,,73.0,,,4.0,,,0.0,,,,,,0
,,,2.0,,4.0,,,1.0,,1.0,,,,1
