A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
,,,,,,,,,,,,,200.0,1
,,,2.0,,,,,,,1.0,,,,0
0.0,166.0,,,,,,,,,,,,,0
,79.0,,,,,,,,,,,1.0,,0
,,,,,,113.0,,0.0,,,2.0,,,1
0.0,,,,1.0,,,,,,,,,,0
,,,,,,,,,,0.0,,,,0
,,,,,,,,,1.0,0.0,,,,0
,,,2.0,,,1.0,,,,,,,,0
,84.0,,,,,,,,2.0,,,,,0
,,,,,,,,,,,,,,1
1.0,124.0,,,,,,,0.0,,,,,,0
,,87.0,,,,,,,,1.0,,,,1
,,,,,,,,,,,,,,1
,,109.0,,,,,,,,,,,,0
,,,,,,,,,,,,,,1
,,,,9.0,,,,,,,,,,0
,,,,,,,,,,,,,1.0,0
,,,,,4.0,,,0.0,,,,,,0
,,,,,4.0,4.0,,,,,,,,0
,,,,,,,,,1.0,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,43.0,,,,,,8.0,,1
,,,,,,,,,1.0,,,,,1
,,,,,4.0,,,,,,,1.0,,1
,,,2.0,,,,,1.0,,,,,,1
,77.0,,2.0,,,,,,,,,100.0,,1
,,,,11.0,,,,,,,,,,0
,38.0,,,,,,0.0,,,,,,,0
1.0,,,,,,,,,,1.0,2.0,,,0
,,,,,,,,,,,,,83.0,1
,,92.0,,,,,,,2.0,,,,,1
,,26.0,,,,,,1.0,,,,,145.0,1
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,1
,,,2.0,,,,,,,,,,5.0,0
,,,,,,,,,,,,,183.0,1
,,,,8.0,,,,,,,1.0,,1.0,1
1.0,236.0,,,9.0,,,,,7.0,,,,,1
,,,,,,43.0,,,,,,24.0,,0
,,,,,,,,,,,,,,1
,,102.0,,14.0,,,,,,,,,,1
,,,,,,,,,,,,,,1
,,,,,,,,,,,,,1.0,1
,,,,,,,,,,,,,,0
,58.0,,,,,,,0.0,,,,45.0,,0
,,47.0,,,,38.0,,,,,,,,1
,,51.0,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,7.0,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,8.0,,,,,,,2.0,,1.0,0
,,109.0,,,,,,,,,,,,0
,,,,,,,,,,0.0,,,,0
,21.0,,,6.0,,2.0,,,,,,,,0
,,,,,,,,1.0,,,2.0,,,1
,,,,,,,,,,,,,1.0,0
,18.0,,,,,,1.0,,,,,,,1
,,169.0,,,,,,1.0,,,,,,1
,,,,,4.0,,,,,,,165.0,,0
,,,1.0,,,,,,,,,1.0,,0
,,,,,,,,,,,,,20.0,1
,,,,,,,,,,,,,,1
0.0,,,2.0,,,18.0,,,,,,,,0
,,78.0,,8.0,,,,,,,,,22.0,0
,,,,6.0,,,,0.0,,1.0,,,,0
,,,2.0,,,,,,,,2.0,,,1
,,,,9.0,4.0,,,,,,,,,0
,130.0,,,,,,,,,,,,,1
,,,,,,,,,,,,,,0
,,,,,,,,,,,,69.0,,0
,83.0,,,1.0,,,,,,0.0,,38.0,,0
,,,,,,1.0,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,1
,,,2.0,,,,,,,0.0,,,,1
1.0,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,1.0,1
,,,,,,20.0,,,,0.0,,,,1
,,,,,4.0,,,,,,,,,0
1.0,,,,,,,,,,,,,,1
,,,,,,126.0,,,,,,1.0,,1
,,,,,,,1.0,,,,,,,1
,,,,,,1.0,,,1.0,,1.0,19.0,,0
,,,,,,,,,,,,,,1
,,,,,,,,,,1.0,,,,1
,,,2.0,,,,,,,,,,,0
,,,,,,,,0.0,,,,,,0
,32.0,,,,,,,,,,,,,0
,,,,,,,0.0,,1.0,,,,,0
,,,,,,,,,,,,,,1
,,,,,8.0,,1.0,,,0.0,,,,1
,,,,,4.0,124.0,,1.0,,,,,,1
,,,,,,,,,,,,,,0
,,,,,,,1.0,,,,,,,1
,,,,2.0,,,,,,,,,,0
,,,,,,,,,,,,,,1
,,46.0,,,,,,,,,2.0,,,1
,,,,,,,,,,,2.0,,,0
,39.0,,,,,,,,,0.0,,,,0
,,,,7.0,,,,,,,,,,1
,,,,,,,,,,,,,,0
,,,,,4.0,93.0,,,1.0,,,,1.0,1
,,,1.0,,,,,,,1.0,,,,1
,,,,,,,,,,,,,,0
,,,2.0,,,10.0,,,,,,,,0
,246.0,,,,,,,,,,,,,1
,,,,7.0,,,,,,,,,211.0,1
,,164.0,,,,,,,,,,,,1
,,,,,,,1.0,,,0.0,,,,1
,,66.0,,6.0,,,,,1.0,,,,,0
,,,,,4.0,,,,,,,,,0
,290.0,,,,,,1.0,,,,,,,1
,,,2.0,,,,0.0,,,,,97.0,2.0,0
1.0,,,,,,,,,,,,,,0
,,,1.0,,,43.0,1.0,,,,2.0,,,1
,,,,,5.0,,,,,,,,,0
,,,,,,,,,,,,,,1
,,,,,,,,,,0.0,,,,1
,,,2.0,14.0,,,,,,,,,,1
,,,,,4.0,,,,,,,,,0
0.0,,,,6.0,,,,,,,,,,0
,,16.0,1.0,,,,,,,,,,,0
,,,,,4.0,,,,,,,,,1
,,,,,,4.0,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,69.0,,0
,,,,,,,,,,,,,,0
,53.0,,,1.0,1.0,,,0.0,,,,,,0
,,,,,,,,,,,,,,1
,,,,,8.0,,,1.0,,,,,,0
,,,,,,,,,1.0,,,34.0,,0
,,,,,,,,,7.0,,,123.0,,1
,121.0,,,,1.0,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
1.0,,,2.0,10.0,,,,,,,,,,0
,,,,,,,,0.0,,0.0,,,,0
,,,,,,,,,,1.0,,,,0
