A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
,,,,6.0,4.0,,,,,,,,,0
,,,,,8.0,,,,,,,,,1
,,18.0,2.0,,,,,,,,2.0,,230.0,1
,,,,,,,,,,1.0,,,,0
,,27.0,,,,,,,,,2.0,,,0
,,86.0,2.0,,,,,,,,2.0,,,0
,,,2.0,,,,,,,,,,,0
1.0,,,2.0,,,,,,,,2.0,33.0,,1
,24.0,,,,7.0,25.0,,,,,,,,0
,,,,,,,,1.0,,,,,,1
,,,,,,,1.0,,,,,,,1
,,,1.0,,4.0,,,,,,,,,0
,66.0,,,,,4.0,,,,0.0,,,,0
,,,,8.0,,,,,,0.0,,,,0
,,,,,4.0,,0.0,,,,,,,0
,326.0,,2.0,,,,,,,1.0,,,167.0,1
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,160.0,,,4.0,,,,,,,1.0,,1
,,,,11.0,,,,,,,,,,1
,,,,,,,,,1.0,,,,,0
,,,,,,,,1.0,6.0,,,,,1
,,,,,,,,,,,2.0,,,1
,,94.0,,,8.0,,,,,0.0,,12.0,,1
,,,,,,31.0,,,,,,69.0,,1
,,,2.0,,,,1.0,,,,,,,1
,,,,,,,,,,,,,,0
,,,2.0,,,,,,1.0,0.0,,,,0
,,123.0,,,,40.0,,,,0.0,,,,1
,47.0,,1.0,,,,,,,,2.0,,,0
,,,,,,7.0,,,2.0,,2.0,,,0
,300.0,,,,,,,0.0,,,,,200.0,1
,,,,,,,,,,,,,,0
,,,,11.0,,63.0,,,,,,,,1
,250.0,,2.0,,,,,,,,,,,0
,,81.0,,,,,,0.0,,,2.0,,,0
,109.0,,,,3.0,,,,,,,,,0
,,,,,,,,,,,2.0,,,0
,,,,,,,0.0,,,,1.0,,1.0,1
1.0,,,,,,,1.0,,,,2.0,136.0,,1
,,,,,,,,,,,,,,1
,76.0,,,,,,,,,0.0,,,,0
1.0,145.0,82.0,,,,5.0,,,,,,,,0
,,,,,,,,0.0,,,,94.0,,0
,338.0,,,,4.0,,,,,,2.0,63.0,,0
,189.0,,,7.0,,,,,,,,,,1
,,,,,4.0,,,,,,,,,0
,130.0,,,,,,,,,,2.0,,,1
,126.0,,,,,,1.0,,,,,,,1
,,,,9.0,,,,,1.0,,,,,0
,348.0,,,,,,,,,,,1.0,102.0,0
1.0,,,,,4.0,,,,,1.0,,,,0
,,,,,,,,,,,,,26.0,0
,,,,,,,,,1.0,0.0,,,,0
,,,,,,43.0,,,,,,,,1
,,,,,,,1.0,,1.0,0.0,,,,0
,,,,,,,,1.0,,,,,,0
1.0,,,,,,,1.0,,10.0,,,,,1
,50.0,156.0,2.0,11.0,4.0,19.0,1.0,,,,,,,1
1.0,,164.0,2.0,9.0,,,,,,,,24.0,,1
,,,2.0,,,,,,,,2.0,,,0
,88.0,,,2.0,,,,,,,,,,1
,,,1.0,,,,,,,,,,,0
,,,,,,,,0.0,1.0,,,159.0,,0
,,164.0,2.0,13.0,,,,,,,,,,1
,,,,,,14.0,,0.0,,,,,,0
,,,,,4.0,,,,,0.0,,,,0
,,,2.0,,,,,,,,2.0,,,1
1.0,,,2.0,,,,,0.0,,,,,,0
,,,,,,,,,,0.0,,1.0,,0
,,,2.0,2.0,,,,,,,,,,0
,,,,,,50.0,,,,,,,,1
1.0,,52.0,2.0,,,,,,,,,,,0
,,,,,,,,,,0.0,,,,1
1.0,,,,,,,,,,,2.0,,,0
,,,,,,,,,,,,,,1
,,,,,,,,,4.0,0.0,,,146.0,1
,,,,,5.0,,,,,,,,,0
,,,,,,5.0,,0.0,,,,,88.0,0
,230.0,,,7.0,,,,,,,,,,1
0.0,,,2.0,,3.0,1.0,1.0,0.0,,0.0,,32.0,,1
,,,,,8.0,,,1.0,,,,45.0,,1
,,,,,,4.0,,,,1.0,,,,1
,,,,,,26.0,,,3.0,,,56.0,,0
,,,,,,,,,,,2.0,,,1
,,175.0,,7.0,4.0,,,,,,,,,1
,,,,,,,,,,1.0,,,,0
0.0,,,,,5.0,67.0,,,,,,,,0
1.0,,114.0,,13.0,,,1.0,1.0,,,,,,1
,150.0,,2.0,4.0,,93.0,,,,1.0,1.0,,,0
,,,2.0,,,1.0,,0.0,,,,,1.0,0
1.0,,,,,4.0,,,0.0,,,,,,1
,,129.0,,,,105.0,,,,,,,,1
,163.0,,2.0,,,,,,,,2.0,,,0
,,,,,,,,,,,,1.0,,0
,,15.0,2.0,,,,,,,0.0,2.0,77.0,,1
,,,,,,,,,,,,,,0
,,,,,,,1.0,1.0,,,,,,1
,,,,,,,,,,,,,,0
,,,2.0,,,,,,,,,,,0
,,,,,,,,,,,,,2.0,1
,,207.0,,,,,,,,,,,,1
,,,,,,,,,,,,,186.0,1
,,,,,,,0.0,,,,,,,0
,,,,3.0,,,,,,,,,,0
,,,1.0,,,4.0,,,,0.0,,,46.0,0
,246.0,,,,,,,,,,,,,1
,,85.0,,,,,,1.0,,,,,,0
,,,,,4.0,,,,,,,,,1
1.0,,,,,4.0,,,,,1.0,,,,1
,275.0,16.0,2.0,13.0,,,1.0,,,,,,,1
,,,,,,,,,,,,,,1
,,66.0,,,,,,,,,,111.0,,0
0.0,,,,,,,1.0,,,,,24.0,,1
1.0,,,,,,,,,,,,131.0,1.0,0
,,,,,,,,,,,,,,1
,,136.0,,,,,,,,,,,,1
,,,,8.0,4.0,,,,,,,,,1
1.0,,,,,,,1.0,,2.0,,,,225.0,1
,,,,,,,1.0,0.0,,,2.0,,,1
,,,,,4.0,,,,,,2.0,,,1
,,,,,,,,,,,,,,1
1.0,47.0,,,,,,,,,,2.0,,,0
,,,,,4.0,,0.0,,,,1.0,98.0,,0
1.0,208.0,,2.0,,,,,,,,,,104.0,1
,,,,,,38.0,,,,,,,,1
,,,,,4.0,,,,1.0,,,,,0
,,,,,,,,,,,,,,0
0.0,,57.0,,,,,,,,,,,,0
,,,,,4.0,,,,,1.0,,,,0
,253.0,,,,,,,,,,,,1.0,1
,,,2.0,,,,,,,1.0,2.0,,,1
,,,,,,,,,,,,,,1
,,,,,,4.0,,,,0.0,,,,0
,,,,,,,,,,,,,1.0,0
,,102.0,,,,,,0.0,,,,,,0
,,,,,,,,1.0,,,,,,1
,,,,,,,,,,,,,,0
,,,,,,4.0,,,,,,,,0
,,,,,4.0,,,,4.0,,,,,1
,,,2.0,,,,,0.0,,,,,,0
,,,,,,,,,,,,,,0
,,,,8.0,,,0.0,,,,,69.0,,0
0.0,,,,,1.0,,,,2.0,,,,,0
,,,,,,,,,,,,,,0
,,,,,4.0,,,,,,,,,1
,218.0,29.0,,10.0,,,,,,,,38.0,,0
,,,,,9.0,,,,,,,,,1
,,,2.0,,,,,,3.0,,,,,0
,,,2.0,,4.0,,,,1.0,,,,,0
1.0,,169.0,1.0,,,,,,,,,,,0
,,92.0,,,,85.0,,,,,2.0,,5.0,0
0.0,,,,,4.0,,,,8.0,,,,202.0,1
,,,,,4.0,,0.0,,,,,24.0,,0
,,,,,8.0,,1.0,,8.0,,,,,1
,,,,,,,,1.0,2.0,,,20.0,,1
,,,,,,,,,2.0,0.0,2.0,,,0
,97.0,,2.0,14.0,,,,0.0,1.0,,,117.0,,1
,,,,,,,0.0,,,,,,,0
,47.0,,,,4.0,,,1.0,,,,,,1
,,,,3.0,,5.0,,,,,,86.0,,0
,,,,,4.0,,,,,,,,,1
1.0,173.0,,,,,,,,,,,,,0
,247.0,,2.0,8.0,,,,,,,,1.0,1.0,1
,,,,,,,,,,,2.0,69.0,,0
,,100.0,,,,52.0,,,,,,,,1
,,,,,,,,,,,,,,1
,,,,,,,,,,1.0,,88.0,,0
,,,,,,,,,,,,,,0
0.0,,,,,,,,,,,,,,0
,,,,,4.0,4.0,,,,0.0,,,,0
,,,,3.0,,,,,,1.0,,,,0
,,,,,,,,,4.0,,,,,1
,,37.0,,,,,,,,,,,1.0,1
1.0,,17.0,,,,,,1.0,6.0,1.0,,,,1
,,,,,,,,,,,2.0,,,1
1.0,,46.0,,,,,,1.0,,,,,,1
,,,,,,,0.0,,,,,,,0
1.0,,,,,,,,0.0,,,,,,0
,,,2.0,,4.0,,,,,1.0,,,,0
,,,2.0,,,,,,,,,,,0
,155.0,,,,,,,,,,,,,1
,,,,6.0,,,,,,,,,,1
,,,2.0,,,,,,,,,,,0
,,,,,,,,,,0.0,,,,0
,,,,8.0,,,,,,,1.0,,,0
,,,,,,,,,4.0,,,,1.0,1
,,,,,,,,,1.0,,,,,0
,,,,,,,,,,,,72.0,,0
,,,,11.0,,,,,,,,,,0
,,,1.0,9.0,,,1.0,,,,,,173.0,1
,,,,,,,0.0,0.0,,,,,,0
,,,,,,,1.0,,,,,107.0,,0
1.0,,79.0,,,,,,,,,2.0,,,0
,,,,4.0,,,,,,,,1.0,,1
,,,,,,,,,,,,,38.0,0
,,112.0,,,,15.0,,,,,,,,0
,,,,,,,,,1.0,,,,,0
,,,,,,,1.0,,,,,,,1
,,144.0,,,,,,,,,,,,1
,,,,,,,,,,,,,1.0,1
,,,,,,,,0.0,,0.0,,113.0,24.0,1
1.0,,18.0,1.0,,,,,,,,2.0,,,1
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,1.0,,,,,1.0,,1
,,,,10.0,2.0,,0.0,,,0.0,,,1.0,0
,,,,,4.0,5.0,0.0,,,,,,,0
,,,,,,,,,1.0,,,102.0,,1
,,,,,,,,,,,,,,1
0.0,,,,,,,,,,,2.0,,,0
,,,,10.0,9.0,,,,1.0,,,1.0,232.0,1
,,,,6.0,,,,,,0.0,,,,0
,,,,8.0,8.0,34.0,,,,,,,,0
,,,,,,,,0.0,,,,,,0
,75.0,,,,4.0,,,,,,,,,0
1.0,,,,,,,,,,,,,,1
1.0,,,,,,,,,,,2.0,,,1
,,,,,,,,,,,,,,1
0.0,,,,,4.0,,,,3.0,,,,2.0,0
,,,,,,,,0.0,,,,,78.0,0
,,,,6.0,,,,,,,,,68.0,1
,,61.0,,,,,,,,,,,,0
,,,,,,,,,,,,,1.0,0
0.0,,34.0,,,,,,,,,,86.0,,0
1.0,239.0,,,,,,1.0,,2.0,,,,,1
,290.0,,,,,,,,,,,,,1
,,,,,,37.0,,,,,,,,1
,,,2.0,,,,0.0,,,,,,,0
,241.0,,,,,,1.0,,,,2.0,,,1
,,,,,,,,,,,,1.0,,1
,,,,,,,,,,,,,,1
,,,,8.0,,,,,,,,,,0
,,,,,,,,,,,2.0,53.0,,0
,,87.0,,,,119.0,,,1.0,,2.0,,1.0,0
1.0,,,,,,,,1.0,,,2.0,,8.0,0
,95.0,,,,4.0,58.0,,,,,,69.0,,1
1.0,34.0,,,,,,,,,1.0,,36.0,,0
1.0,,33.0,,8.0,,,,0.0,,,1.0,102.0,,1
,,,,,,,,1.0,,,,,,1
,,40.0,2.0,,,,,,,,2.0,,,0
0.0,,,,,1.0,1.0,,,,,,,,1
,,,,,,,,,,,,2.0,,0
,,,,,,,,1.0,,0.0,,,,1
,,,,,,,,,,,2.0,,,0
,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,0
,327.0,151.0,,,4.0,,,,,,,1.0,,1
,,,,,,,,1.0,,,,,,0
,,,,3.0,,,,,,,,,,0
1.0,191.0,,2.0,,,,,,,,,,,0
,25.0,,,,,,,,,,,,,0
,,,,,8.0,,1.0,,1.0,,2.0,,,1
,,,,,,,,,,,,,,0
,,,,,,1.0,,,,,,,,0
,,,,,,,,,,1.0,,,,0
,70.0,,,4.0,,4.0,0.0,,,,2.0,,,0
,,,,1.0,,,,,,,,,,0
,,180.0,,13.0,,,,,,,,,,1
