A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
0.0,,25.0,2.0,9.0,4.0,7.0,,,2.0,1.0,,,5.0,0
,,,2.0,,4.0,14.0,,0.0,,,,,1.0,0
,,,,11.0,,,,,1.0,,,,,1
,,,2.0,,,,,1.0,,,,32.0,,1
,,,2.0,,4.0,,,,,,,1.0,217.0,0
,,,,,,,,1.0,,0.0,2.0,,,1
1.0,,,,,,,,0.0,1.0,1.0,2.0,107.0,,0
,,64.0,,8.0,4.0,47.0,,1.0,,,,,200.0,1
,,,,,,7.0,,,1.0,,,,1.0,0
,,,,,4.0,,0.0,,1.0,,,,,0
,66.0,,2.0,,,,,,,,2.0,,11.0,0
,,66.0,,,,,1.0,0.0,,,2.0,,1.0,0
1.0,52.0,,1.0,,,,,,,1.0,,53.0,,1
,,65.0,,,7.0,,,,,1.0,,,,0
,178.0,,,6.0,4.0,43.0,,,,1.0,2.0,,1.0,0
,,48.0,,,,1.0,,,,,,107.0,,0
1.0,,10.0,,11.0,,,0.0,,1.0,,,,1.0,0
,,,2.0,11.0,4.0,,,,8.0,0.0,2.0,41.0,202.0,1
,,,,,,,,,,0.0,,,,0
,,,,,,4.0,0.0,,,,,,,0
,,,,,,79.0,1.0,1.0,,,,,1.0,1
,,,2.0,,4.0,6.0,,,,,2.0,,,0
,,,,,,,,,,,2.0,,,1
0.0,,102.0,,,1.0,1.0,0.0,,,,2.0,,,0
,114.0,,1.0,8.0,,,,,,,,,,1
,,55.0,2.0,5.0,,,,,,1.0,2.0,,,0
,,136.0,,11.0,,43.0,,,,0.0,2.0,,,0
,,,,3.0,,,,,,,,,,0
,,,,,,,,0.0,,,2.0,,,1
,,,2.0,,4.0,,0.0,,,0.0,,,,0
,143.0,,,8.0,,,,,,0.0,2.0,86.0,,0
0.0,,139.0,,6.0,4.0,34.0,,0.0,,,2.0,,,1
0.0,,,,,,2.0,0.0,,,,,,150.0,0
,,74.0,,,8.0,,,,2.0,0.0,,,,1
,,,,3.0,,14.0,,,,,,32.0,,0
,140.0,,,,,,0.0,,,,,131.0,52.0,0
,,,,,,,1.0,,,,,,224.0,1
,,,2.0,,,,,,,0.0,,69.0,170.0,1
,,,,,,,1.0,,,,,,,1
0.0,150.0,,2.0,4.0,,,0.0,,,,,,,0
1.0,,,,9.0,4.0,,,,,0.0,2.0,38.0,1.0,0
,73.0,,,11.0,,,1.0,,8.0,,,,,1
1.0,,8.0,,,,2.0,,,1.0,,,,135.0,0
