A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
1.0,126.0,,2.0,9.0,4.0,,,1.0,6.0,1.0,2.0,32.0,4.0,1
0.0,278.0,26.0,,11.0,,63.0,1.0,,,,,110.0,145.0,1
1.0,,,2.0,,7.0,,,1.0,3.0,1.0,2.0,,,0
,,,2.0,,,1.0,,1.0,3.0,,,,,0
0.0,84.0,,,,,,,,2.0,,2.0,86.0,,0
,,182.0,2.0,8.0,4.0,,0.0,1.0,3.0,,2.0,1.0,,0
,,,,6.0,4.0,,0.0,0.0,,0.0,2.0,,,0
,,,1.0,,4.0,73.0,,,,,2.0,,1.0,0
,47.0,127.0,,,4.0,,,1.0,,,,,,1
1.0,114.0,,2.0,,,79.0,1.0,1.0,,1.0,,,1.0,1
,308.0,,,,,93.0,,1.0,15.0,0.0,,1.0,188.0,1
0.0,,111.0,2.0,11.0,4.0,60.0,1.0,1.0,,0.0,2.0,41.0,202.0,1
1.0,,26.0,,,4.0,,,,,,2.0,,1.0,0
,18.0,,,6.0,,,1.0,0.0,,,2.0,,1.0,1
1.0,,,,11.0,,,,0.0,,,2.0,33.0,127.0,1
,,,2.0,,4.0,,,1.0,,,,24.0,,0
1.0,70.0,169.0,1.0,7.0,4.0,,,,1.0,,2.0,,206.0,0
,,10.0,2.0,11.0,,4.0,,0.0,1.0,0.0,,69.0,1.0,0
,,80.0,,9.0,,76.0,,,15.0,,,,168.0,1
,257.0,,,,4.0,,,0.0,1.0,,2.0,,,1
0.0,330.0,,2.0,11.0,,66.0,1.0,1.0,7.0,,,12.0,120.0,1
1.0,52.0,73.0,1.0,2.0,,,1.0,,,1.0,,,,1
0.0,72.0,,,,4.0,3.0,0.0,,,0.0,,,1.0,0
1.0,,87.0,,,4.0,,,0.0,1.0,,,38.0,,0
,124.0,,,,8.0,26.0,,1.0,5.0,,2.0,,,1
,,,,,4.0,6.0,1.0,0.0,1.0,0.0,2.0,,1.0,0
,183.0,,2.0,14.0,,81.0,,1.0,,1.0,,89.0,144.0,1
,185.0,40.0,2.0,9.0,4.0,,,,1.0,0.0,,38.0,,0
1.0,,,,8.0,,,,,9.0,,,47.0,8.0,1
0.0,150.0,109.0,2.0,4.0,4.0,,,0.0,,1.0,1.0,32.0,1.0,0
1.0,167.0,66.0,2.0,,,,1.0,,,,,,1.0,0
1.0,,,,11.0,4.0,,,,,,2.0,,,1
,,,,3.0,,,0.0,0.0,,0.0,,,11.0,0
,211.0,,,11.0,4.0,,0.0,0.0,1.0,0.0,,144.0,36.0,0
0.0,154.0,,,,,,0.0,1.0,13.0,,2.0,41.0,4.0,0
1.0,,64.0,2.0,,,,,,3.0,0.0,2.0,,2.0,0
,,26.0,,11.0,,,,0.0,1.0,1.0,,77.0,88.0,0
,,,1.0,,,,,1.0,2.0,0.0,2.0,20.0,,1
1.0,218.0,37.0,1.0,,,,,0.0,,1.0,,138.0,1.0,1
,,145.0,2.0,,4.0,2.0,,,,0.0,,69.0,150.0,0
1.0,246.0,40.0,,,4.0,7.0,0.0,,1.0,0.0,,,,0
1.0,,43.0,1.0,8.0,8.0,,,,,,2.0,69.0,,0
1.0,47.0,,2.0,8.0,,40.0,,1.0,,0.0,,69.0,170.0,1
,,,,,8.0,99.0,1.0,0.0,,1.0,2.0,,237.0,1
1.0,,,1.0,,4.0,7.0,1.0,1.0,,,2.0,92.0,,1
1.0,13.0,79.0,2.0,,4.0,9.0,0.0,0.0,1.0,1.0,,45.0,,0
0.0,,,,,,,0.0,,,1.0,2.0,,,0
,,,2.0,,4.0,,0.0,,3.0,,,165.0,,0
,203.0,26.0,,4.0,,,,,,1.0,2.0,83.0,1.0,0
,,87.0,,,,1.0,,0.0,,,2.0,32.0,,1
1.0,93.0,70.0,2.0,8.0,4.0,,1.0,1.0,,0.0,,,125.0,1
,,26.0,2.0,7.0,,14.0,,,,1.0,,,,0
1.0,238.0,,,,,,,0.0,1.0,,,158.0,,0
1.0,,193.0,,,4.0,4.0,,,1.0,,2.0,,93.0,0
