A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
1.0,123.0,,,11.0,8.0,87.0,0.0,,3.0,,,119.0,,0
,,37.0,,11.0,4.0,,1.0,,,,,,1.0,0
0.0,124.0,46.0,,7.0,,,1.0,0.0,1.0,,,118.0,1.0,0
1.0,81.0,33.0,2.0,,4.0,,0.0,0.0,,1.0,1.0,98.0,1.0,0
0.0,134.0,,,,4.0,,0.0,1.0,,1.0,2.0,,67.0,0
,,,,8.0,,,0.0,1.0,3.0,,,80.0,,0
1.0,,,2.0,3.0,5.0,1.0,1.0,0.0,,,2.0,1.0,,1
0.0,119.0,,2.0,1.0,1.0,1.0,,,,,,27.0,94.0,0
,,,2.0,,5.0,,1.0,0.0,1.0,,,59.0,,0
1.0,238.0,,2.0,3.0,,6.0,0.0,0.0,1.0,,2.0,,1.0,0
1.0,247.0,1.0,2.0,,5.0,126.0,1.0,0.0,,,2.0,,1.0,1
,163.0,46.0,2.0,1.0,,1.0,0.0,1.0,3.0,,2.0,69.0,51.0,0
1.0,,46.0,,9.0,,52.0,,1.0,2.0,1.0,2.0,32.0,,0
0.0,,33.0,,11.0,,,1.0,,3.0,1.0,2.0,56.0,,0
1.0,,73.0,2.0,8.0,,,0.0,1.0,,0.0,,,23.0,0
,221.0,,2.0,,4.0,,1.0,1.0,,0.0,2.0,156.0,76.0,1
1.0,190.0,140.0,2.0,,,81.0,1.0,1.0,13.0,,,1.0,80.0,1
1.0,21.0,8.0,2.0,,4.0,,,0.0,1.0,,2.0,98.0,,0
1.0,73.0,,2.0,,,,,0.0,1.0,0.0,2.0,1.0,1.0,0
1.0,,,2.0,8.0,4.0,,,,1.0,0.0,2.0,1.0,99.0,0
0.0,295.0,188.0,,4.0,,110.0,,,1.0,1.0,,1.0,1.0,1
1.0,,55.0,,7.0,,,1.0,,3.0,1.0,2.0,1.0,,1
0.0,,,2.0,13.0,8.0,,,,,,,,,1
,180.0,49.0,,,4.0,15.0,,0.0,,,,,1.0,0
0.0,7.0,12.0,,1.0,1.0,1.0,0.0,1.0,,0.0,,53.0,,0
1.0,130.0,,2.0,7.0,4.0,25.0,1.0,,,,2.0,129.0,1.0,1
1.0,320.0,203.0,,,5.0,126.0,1.0,1.0,18.0,1.0,,1.0,1.0,1
,189.0,3.0,1.0,,5.0,,1.0,1.0,2.0,,2.0,,,1
0.0,327.0,,2.0,11.0,,,,1.0,,,2.0,,,1
,92.0,180.0,,6.0,4.0,37.0,1.0,,13.0,1.0,2.0,38.0,121.0,1
,186.0,70.0,2.0,,,,,,,,,,1.0,0
,124.0,26.0,2.0,11.0,8.0,5.0,0.0,0.0,,1.0,,77.0,,0
1.0,117.0,61.0,2.0,,5.0,,0.0,,,,,162.0,,0
,129.0,20.0,2.0,6.0,4.0,2.0,0.0,,1.0,0.0,2.0,92.0,151.0,0
,,,,5.0,3.0,1.0,0.0,0.0,1.0,1.0,,,,0
,,,,,4.0,,,,,,2.0,146.0,,0
1.0,235.0,92.0,2.0,8.0,5.0,99.0,,1.0,,0.0,2.0,,,1
1.0,,48.0,2.0,,,16.0,,0.0,,1.0,1.0,1.0,,0
1.0,,,2.0,,4.0,43.0,1.0,,,,2.0,,,1
0.0,76.0,,2.0,5.0,3.0,,0.0,1.0,,,2.0,,,0
1.0,321.0,177.0,2.0,7.0,4.0,31.0,1.0,1.0,,1.0,2.0,69.0,,1
,,49.0,,,4.0,,,1.0,11.0,,2.0,,212.0,1
,,,,13.0,4.0,,1.0,0.0,,0.0,2.0,,1.0,1
0.0,328.0,,2.0,,,115.0,,1.0,14.0,,2.0,1.0,222.0,1
1.0,,82.0,2.0,8.0,,5.0,,0.0,1.0,,2.0,76.0,,0
1.0,262.0,61.0,,3.0,5.0,20.0,1.0,0.0,,,2.0,,,0
1.0,77.0,169.0,2.0,9.0,8.0,50.0,1.0,1.0,12.0,1.0,,100.0,92.0,1
,283.0,91.0,,,5.0,3.0,0.0,,,1.0,,156.0,,0
,247.0,33.0,,,5.0,,1.0,0.0,1.0,1.0,2.0,,,1
1.0,287.0,175.0,2.0,7.0,4.0,128.0,,0.0,1.0,,,,1.0,1
0.0,82.0,46.0,2.0,9.0,,24.0,,,1.0,1.0,2.0,,,0
1.0,66.0,,1.0,1.0,,1.0,,0.0,1.0,0.0,2.0,,,0
,219.0,,2.0,8.0,4.0,,0.0,0.0,1.0,0.0,3.0,,1.0,1
,,164.0,1.0,11.0,,,1.0,,1.0,1.0,,94.0,1.0,0
,80.0,46.0,2.0,8.0,8.0,,1.0,0.0,,0.0,2.0,137.0,,1
,91.0,180.0,2.0,,,24.0,,,1.0,1.0,2.0,92.0,1.0,0
,31.0,127.0,2.0,11.0,4.0,62.0,,1.0,6.0,,2.0,65.0,236.0,1
,,,,9.0,,,0.0,0.0,1.0,,2.0,,,0
,318.0,215.0,1.0,,,132.0,,,,0.0,,,16.0,1
0.0,,,2.0,6.0,8.0,65.0,0.0,,,0.0,2.0,,,0
,25.0,,2.0,,,,,,2.0,0.0,,,2.0,0
0.0,,,2.0,8.0,,,1.0,,12.0,0.0,2.0,1.0,111.0,1
1.0,,20.0,,,8.0,4.0,0.0,0.0,1.0,0.0,,86.0,,0
1.0,,,2.0,8.0,,51.0,,0.0,1.0,1.0,,,1.0,1
0.0,,,,,,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1
1.0,244.0,29.0,2.0,1.0,,,1.0,,1.0,0.0,2.0,42.0,2.0,0
0.0,,119.0,2.0,11.0,,14.0,1.0,1.0,,1.0,2.0,,1.0,1
1.0,78.0,166.0,,14.0,8.0,,1.0,,2.0,0.0,2.0,32.0,1.0,1
,,,2.0,,4.0,2.0,1.0,0.0,,0.0,2.0,141.0,,1
1.0,,130.0,2.0,,,,,,13.0,0.0,2.0,1.0,138.0,1
0.0,,18.0,,8.0,4.0,,,1.0,2.0,,,24.0,,0
,42.0,165.0,2.0,,4.0,47.0,,,,1.0,2.0,44.0,,0
,,89.0,2.0,6.0,4.0,,,0.0,1.0,0.0,2.0,34.0,50.0,0
,,45.0,2.0,,,,1.0,1.0,,0.0,,38.0,184.0,1
,,,1.0,2.0,4.0,78.0,0.0,,,1.0,,,1.0,0
1.0,83.0,,1.0,9.0,4.0,,1.0,,,1.0,,72.0,,0
1.0,,33.0,1.0,2.0,8.0,65.0,,,,0.0,,61.0,117.0,0
0.0,,34.0,2.0,,,18.0,0.0,0.0,,0.0,,86.0,84.0,0
1.0,146.0,54.0,,8.0,8.0,80.0,1.0,0.0,1.0,0.0,2.0,,77.0,1
1.0,196.0,,2.0,13.0,,14.0,0.0,0.0,,,2.0,112.0,,0
1.0,72.0,48.0,1.0,9.0,4.0,67.0,,,,0.0,,,1.0,1
1.0,,95.0,2.0,,4.0,,1.0,,,,2.0,,,1
1.0,,,,2.0,,7.0,,,1.0,,,,,0
1.0,118.0,26.0,2.0,,,,1.0,,4.0,1.0,,,,1
,86.0,,2.0,7.0,4.0,3.0,0.0,,5.0,0.0,,90.0,179.0,0
1.0,,73.0,,3.0,5.0,101.0,,0.0,,0.0,2.0,,2.0,0
,,,1.0,,,71.0,,,,,2.0,139.0,225.0,1
,47.0,29.0,,11.0,,39.0,1.0,1.0,2.0,,2.0,1.0,1.0,1
,56.0,160.0,,8.0,4.0,65.0,,0.0,1.0,1.0,2.0,1.0,,1
1.0,,29.0,2.0,,,3.0,,0.0,,,,69.0,1.0,0
1.0,,,,7.0,,5.0,0.0,0.0,,,1.0,131.0,1.0,0
0.0,230.0,87.0,2.0,,,65.0,0.0,0.0,1.0,,2.0,,,0
,,139.0,2.0,,4.0,,1.0,,,,,1.0,1.0,1
0.0,169.0,115.0,2.0,2.0,4.0,,0.0,0.0,,0.0,2.0,95.0,,0
,,73.0,2.0,,8.0,,,0.0,1.0,1.0,,,1.0,1
,198.0,66.0,,,4.0,1.0,,0.0,,,,85.0,,1
1.0,,105.0,2.0,14.0,,,1.0,1.0,,,2.0,,8.0,1
,,,1.0,6.0,,47.0,,,4.0,1.0,,,,1
1.0,164.0,26.0,,6.0,,,0.0,,1.0,,,107.0,1.0,0
0.0,274.0,73.0,,8.0,4.0,55.0,1.0,,9.0,,2.0,129.0,,1
0.0,,151.0,1.0,11.0,,,,,1.0,,2.0,111.0,1.0,0
,207.0,,,,5.0,85.0,0.0,0.0,1.0,0.0,,73.0,,0
,,,2.0,13.0,,38.0,,,,,2.0,,,1
1.0,102.0,12.0,,4.0,8.0,,,0.0,,1.0,,,1.0,0
,,119.0,2.0,13.0,4.0,68.0,,1.0,,0.0,,,158.0,1
,,26.0,,8.0,,43.0,1.0,1.0,6.0,1.0,2.0,,130.0,1
1.0,188.0,109.0,1.0,8.0,4.0,37.0,0.0,0.0,,1.0,2.0,,,0
,254.0,34.0,,9.0,,,,1.0,7.0,1.0,2.0,,,1
,288.0,,2.0,7.0,,4.0,1.0,,1.0,,2.0,80.0,1.0,1
,122.0,180.0,,6.0,5.0,7.0,0.0,,1.0,,2.0,165.0,1.0,0
,,73.0,1.0,,4.0,47.0,,0.0,,0.0,,,1.0,0
,,,,8.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,,1.0,0
,252.0,,2.0,8.0,8.0,6.0,,1.0,,,,,147.0,1
1.0,,102.0,2.0,13.0,,73.0,,1.0,11.0,1.0,,,1.0,1
1.0,,66.0,2.0,,,,0.0,0.0,1.0,,,98.0,1.0,0
,,95.0,,9.0,4.0,26.0,0.0,0.0,,,2.0,117.0,7.0,0
1.0,77.0,,2.0,3.0,,73.0,1.0,1.0,10.0,0.0,2.0,17.0,134.0,1
1.0,253.0,8.0,2.0,3.0,8.0,88.0,1.0,,1.0,0.0,,,1.0,1
1.0,176.0,46.0,,,8.0,93.0,1.0,,,1.0,,,,1
,59.0,27.0,1.0,13.0,4.0,18.0,0.0,,1.0,0.0,2.0,,,0
,76.0,21.0,,6.0,,,1.0,,1.0,,,63.0,2.0,0
,,,2.0,8.0,4.0,47.0,,1.0,2.0,0.0,2.0,77.0,,1
0.0,,,2.0,,4.0,3.0,0.0,,1.0,0.0,2.0,47.0,1.0,0
,307.0,,,,,98.0,1.0,,,0.0,,1.0,231.0,1
0.0,92.0,,,,,37.0,0.0,,1.0,,2.0,98.0,2.0,0
,22.0,,2.0,11.0,7.0,6.0,0.0,0.0,,,,,,1
0.0,,,,,4.0,,0.0,,7.0,1.0,,86.0,,0
,163.0,167.0,,1.0,,,,,,,2.0,65.0,215.0,0
1.0,199.0,81.0,,8.0,,109.0,,0.0,,,2.0,1.0,1.0,0
1.0,,,,2.0,5.0,,1.0,,1.0,,2.0,65.0,1.0,0
,346.0,1.0,,8.0,,,0.0,,1.0,0.0,3.0,65.0,,1
0.0,72.0,123.0,,8.0,4.0,5.0,0.0,,1.0,0.0,2.0,,,0
1.0,,139.0,1.0,,,90.0,1.0,0.0,,1.0,2.0,,1.0,1
1.0,,187.0,1.0,,1.0,1.0,0.0,0.0,1.0,,2.0,65.0,1.0,0
1.0,127.0,,,,4.0,20.0,0.0,,1.0,1.0,2.0,,,0
1.0,,1.0,2.0,8.0,,1.0,,0.0,1.0,0.0,3.0,65.0,,1
1.0,32.0,,1.0,,,5.0,0.0,,2.0,0.0,,,2.0,0
1.0,,127.0,,,5.0,39.0,,,1.0,1.0,,,1.0,0
1.0,138.0,82.0,2.0,9.0,,73.0,,1.0,4.0,,,108.0,1.0,0
0.0,,,2.0,,,,1.0,1.0,3.0,,,,1.0,1
,,194.0,2.0,,,1.0,0.0,,,1.0,,,1.0,0
0.0,128.0,196.0,1.0,10.0,9.0,,1.0,0.0,,0.0,2.0,1.0,,1
,,,2.0,,,3.0,,,,1.0,2.0,116.0,1.0,0
,88.0,,1.0,,,,0.0,0.0,1.0,,2.0,69.0,,0
1.0,269.0,136.0,2.0,,,124.0,1.0,1.0,2.0,1.0,2.0,26.0,180.0,1
0.0,,,2.0,,8.0,17.0,1.0,1.0,10.0,,2.0,64.0,1.0,1
1.0,,183.0,1.0,,8.0,,,0.0,1.0,0.0,,,1.0,0
1.0,184.0,10.0,,3.0,5.0,,0.0,,1.0,1.0,,,,0
,,9.0,,,,,,0.0,1.0,1.0,,,,1
1.0,58.0,148.0,,8.0,4.0,7.0,1.0,0.0,1.0,0.0,2.0,,,0
0.0,,96.0,2.0,,8.0,26.0,0.0,0.0,,,1.0,86.0,,0
0.0,,,2.0,11.0,8.0,,1.0,1.0,3.0,0.0,2.0,,,1
1.0,163.0,87.0,,,4.0,85.0,1.0,1.0,4.0,1.0,2.0,,,1
0.0,,12.0,2.0,3.0,5.0,,,,1.0,1.0,2.0,,,0
,,,2.0,14.0,,2.0,,0.0,1.0,0.0,2.0,1.0,,1
1.0,,,,,2.0,5.0,,1.0,3.0,0.0,2.0,107.0,166.0,0
1.0,76.0,26.0,,7.0,4.0,14.0,,0.0,1.0,,1.0,107.0,1.0,0
0.0,296.0,,,,4.0,53.0,1.0,1.0,4.0,1.0,,,1.0,1
1.0,35.0,,2.0,,,37.0,1.0,0.0,1.0,0.0,2.0,38.0,189.0,1
,,,,11.0,4.0,,,1.0,,,,,109.0,1
,,,1.0,8.0,4.0,26.0,0.0,1.0,2.0,,2.0,171.0,,0
1.0,16.0,,2.0,,4.0,4.0,0.0,0.0,,0.0,2.0,,50.0,0
0.0,92.0,,2.0,11.0,,,,1.0,,0.0,2.0,1.0,115.0,1
1.0,,,2.0,8.0,4.0,58.0,1.0,0.0,1.0,1.0,2.0,45.0,,0
,163.0,,,,,,0.0,,1.0,,,124.0,,0
,145.0,56.0,1.0,,8.0,2.0,0.0,0.0,1.0,,2.0,,2.0,0
,47.0,1.0,2.0,,,1.0,0.0,0.0,1.0,,3.0,,,0
0.0,90.0,52.0,1.0,8.0,,5.0,0.0,0.0,,,,43.0,,0
,48.0,,2.0,8.0,8.0,,1.0,,1.0,0.0,,111.0,1.0,1
1.0,24.0,,,8.0,8.0,,,0.0,1.0,0.0,2.0,,,0
1.0,32.0,,1.0,1.0,,1.0,0.0,,1.0,,2.0,63.0,,0
1.0,,,1.0,13.0,4.0,,,0.0,1.0,,2.0,32.0,21.0,0
0.0,181.0,61.0,,,4.0,73.0,,,1.0,,2.0,69.0,,0
,200.0,,,,,,0.0,0.0,1.0,1.0,1.0,164.0,1.0,1
1.0,259.0,97.0,,11.0,,,1.0,0.0,,,1.0,1.0,1.0,1
,309.0,6.0,2.0,1.0,1.0,,,,,1.0,1.0,19.0,,0
0.0,,,2.0,,,,0.0,,1.0,0.0,3.0,,,1
1.0,50.0,104.0,1.0,,4.0,,0.0,,,0.0,,45.0,,0
0.0,330.0,94.0,2.0,11.0,8.0,66.0,,1.0,7.0,0.0,2.0,12.0,,1
1.0,44.0,,2.0,,,,,,,1.0,2.0,11.0,27.0,1
1.0,,6.0,2.0,8.0,3.0,,,,,1.0,1.0,1.0,1.0,1
