A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
1.0,157.0,1.0,2.0,9.0,4.0,31.0,1.0,1.0,2.0,0.0,2.0,70.0,1.0,1
0.0,282.0,132.0,2.0,8.0,4.0,106.0,1.0,1.0,7.0,1.0,2.0,1.0,164.0,1
1.0,103.0,180.0,2.0,13.0,4.0,30.0,1.0,1.0,23.0,1.0,2.0,45.0,89.0,1
-0.6890371112813619,219.99611462558403,71.99358224389121,1.4493185453526527,5.752923456778756,4.828781763949529,38.09079976869861,0.3496006278652838,0.4260438248284096,3.281928536470044,0.4566811774186072,1.9287935887667664,58.80635204622616,55.17725514293343,0
1.0,74.0,73.0,2.0,7.0,4.0,32.0,1.0,1.0,2.0,0.0,2.0,92.0,139.0,1
1.0,44.0,110.0,2.0,9.0,4.0,42.0,1.0,0.0,1.0,0.0,1.0,38.0,1.0,1
0.0,197.0,40.0,1.0,3.0,8.0,14.0,0.0,0.0,1.0,1.0,2.0,53.0,1.0,0
1.0,163.0,13.0,2.0,2.0,4.0,24.0,1.0,0.0,1.0,1.0,1.0,168.0,1.0,0
1.0,91.0,40.0,2.0,8.0,4.0,7.0,0.0,0.0,1.0,0.0,2.0,35.0,1.0,0
1.0,126.0,46.0,2.0,9.0,4.0,47.0,1.0,1.0,12.0,1.0,2.0,140.0,30.0,1
1.0,210.0,26.0,1.0,2.0,4.0,16.0,0.0,0.0,1.0,0.0,2.0,86.0,4.0,0
1.0,285.0,82.0,2.0,6.0,4.0,73.0,1.0,0.0,1.0,0.0,1.0,82.0,1.0,1
0.0,49.0,73.0,2.0,11.0,4.0,5.0,1.0,1.0,4.0,0.0,2.0,32.0,7.0,1
1.0,244.0,61.0,1.0,14.0,8.0,115.0,1.0,0.0,1.0,1.0,2.0,61.0,1.0,0
0.0,334.0,200.0,2.0,11.0,4.0,117.0,1.0,0.0,1.0,1.0,2.0,4.0,229.0,1
1.0,174.0,59.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,38.0,1.0,0
0.0,33.0,141.0,1.0,8.0,4.0,26.0,1.0,1.0,5.0,1.0,2.0,24.0,115.0,1
1.0,111.0,185.0,2.0,10.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,45.0,156.0,0
1.0,97.0,82.0,2.0,13.0,4.0,17.0,1.0,1.0,8.0,0.0,2.0,1.0,223.0,1
2.342900840533577,123.4967092841175,83.28133082444354,1.7818325625031337,7.3152317393455615,4.789579253838282,37.17388532696263,0.5229335761329691,0.4273972948627585,3.296021255680825,0.4579644110214605,1.9289862107133724,58.7972116094852,55.141066774786985,1
1.0,120.0,50.0,2.0,13.0,8.0,87.0,1.0,1.0,10.0,0.0,2.0,130.0,142.0,1
0.2973706786473861,401.8460397301391,-6.780911142111535,1.5369650311759353,6.186292283156744,4.857524977917284,31.74751399517454,0.4772912825511587,0.3513158665543232,4.476325989633782,0.4683094478377366,1.9516667572296929,58.336837916536005,55.17086494866388,0
1.0,14.0,73.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,53.0,32.0,0
1.0,237.0,17.0,2.0,7.0,4.0,7.0,1.0,0.0,1.0,0.0,1.0,99.0,1.0,0
1.0,127.0,55.0,2.0,4.0,8.0,77.0,1.0,1.0,3.0,1.0,2.0,64.0,1.0,1
1.0,193.0,88.0,1.0,3.0,5.0,110.0,1.0,1.0,8.0,1.0,2.0,68.0,1.0,1
1.0,54.0,1.0,2.0,8.0,4.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
1.0,135.0,142.0,2.0,11.0,8.0,94.0,1.0,1.0,7.0,0.0,2.0,125.0,71.0,1
1.0,30.0,102.0,2.0,11.0,4.0,10.0,1.0,1.0,3.0,0.0,2.0,1.0,31.0,0
1.0,289.0,8.0,1.0,4.0,4.0,7.0,1.0,1.0,12.0,0.0,2.0,124.0,197.0,1
0.0,15.0,144.0,2.0,6.0,4.0,43.0,0.0,1.0,11.0,1.0,2.0,1.0,11.0,0
0.0,38.0,6.0,2.0,11.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,124.0,1.0,0
1.0,242.0,79.0,2.0,7.0,4.0,73.0,0.0,0.0,1.0,1.0,1.0,131.0,1.0,0
1.0,264.0,55.0,2.0,7.0,4.0,43.0,1.0,1.0,3.0,1.0,2.0,1.0,16.0,1
1.0,173.0,82.0,2.0,4.0,4.0,14.0,0.0,0.0,1.0,1.0,2.0,84.0,1.0,0
1.0,59.0,27.0,1.0,13.0,4.0,18.0,0.0,0.0,1.0,0.0,2.0,53.0,1.0,0
0.0,172.0,46.0,2.0,8.0,4.0,7.0,0.0,0.0,1.0,1.0,2.0,122.0,58.0,0
1.0,266.0,164.0,1.0,2.0,4.0,37.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0
