A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
0.3184973719269501,53.72108725996627,160.32987900676187,2.052906917890799,7.481026507651205,7.167348208004221,103.63480635666993,1.1674947444276986,-0.0461436305903904,0.5437536585918705,-0.1437243423557887,1.986568928560116,103.21962228145938,-21.033137680680404,1
0.1255128540720891,239.35176507604015,158.3489872530875,2.0271118728066115,3.2106487158291737,8.783622243894657,106.56751530147216,0.7101326180278136,-0.1881939855850561,-2.3255858609330584,0.9650054596542575,1.983124750469283,-4.872449998650644,24.51169326211841,1
0.7772331567788743,19.24791349455475,149.30609935939424,1.940865140346125,8.676264172355868,9.157033689943711,62.04509452770749,0.8558416116299937,1.0516056161680187,11.50766067804523,0.957496384552278,2.016601274341641,108.56624466944336,84.60663974264826,1
1.3222714386888152,36.52803389576306,32.466245724253135,1.0460675222917044,2.0632802998642763,0.5672176790403816,-8.298076118511801,0.0688816978697923,1.146717454904295,5.048688082853248,-0.1922760925079397,1.878149503937969,-6.744460396530911,-36.521268297272734,0
1.1027120436202666,256.3974703546608,48.57759657336828,1.9694112138782485,1.6613290741068,4.429429165949784,69.9286514860602,0.0361788541703819,0.2138401335329675,0.9494484917289724,0.1499887280757438,2.096683947258147,72.79792896889901,13.959908692168703,1
0.2050683876131139,124.34783417717183,199.4924908170308,2.09894363777761,12.54118151294235,8.434847337194224,70.54048221245927,1.301146784440683,1.1581608960543424,2.38375776609278,-0.1538971636915444,2.04522064957506,-2.8497331432856754,220.1914915949478,1
-0.0153784833535584,161.82657411228718,56.51525699202717,2.0156229063571973,9.144386996515257,8.491996073706597,1.3543676710333017,-0.1092753353826779,0.938485424220384,4.7666806468251846,0.0004474046312035,2.030475647475519,10.27055959047145,20.8311903570782,0
-0.2249374469099052,51.09985080520632,10.991696063809188,2.0138150024682324,1.5874753495388108,4.314280233816892,-2.093952920748201,0.0150092785719253,0.9578350652075897,9.328199871499034,1.296286722303961,2.004166600261055,86.8851329042185,21.861667380615984,0
0.968080240821941,354.5133528161712,194.79458882072055,1.8178747986740147,-0.452026781271166,0.1750838872188156,135.35228606497452,1.3092510729724682,1.202211067028188,13.706907458986525,1.2124069839893372,2.083881752285917,-20.379255359553383,143.39241643336894,1
1.0359689383851776,30.23544190949643,-11.58107224734026,2.099514143117088,7.691186873966604,3.694165402166258,16.256650617204635,-0.1569240424518206,-0.1184590007322902,1.2556606187762602,0.0583609589604169,3.044461880514902,77.60699639869175,5.327565416487524,1
0.8790305250179173,140.0364189588417,-6.795503782680399,2.20682575685489,7.963236666587488,3.3060212535501057,28.623977874070363,0.8798865531451612,0.8108258008931102,6.114688007497839,0.8164645310437643,1.804685116654428,100.7471685042352,-38.28911430516572,1
1.0555648735050305,31.81285334579316,60.1452434440453,1.0605597493976466,10.075195615310356,2.8842176761646563,2.254405915178744,-0.0456019709311416,-0.1243466622808558,1.85027163556218,0.184900868135191,1.995468434444577,50.095038565455226,-41.931957594739536,0
0.1657234697243348,220.9739767062009,83.40327376555616,1.936613140616746,7.358857242156263,4.414900047374762,67.78701688786036,0.0976570307031573,-0.0013052756316682,1.6206876822459573,-0.0626049573154272,2.1997370041562165,127.3076516272001,28.47923585671984,0
0.1639766793950424,54.8340351696848,162.4543085714505,0.8398156371314455,3.2213430737233404,8.747834428649618,81.19988429193971,-0.1720346884007445,-0.0680158945888499,0.90784541606426,1.087529965747578,1.8423580704216267,-19.17753788417745,27.67027840136253,0
0.9521392110329456,213.0266575021638,210.6703139338828,1.92776304088368,1.924531845930785,3.983089533216432,56.63639128031839,0.8847546030169817,1.1499782773583829,9.492293280901483,-0.163623316477429,1.9961355339136877,88.63266727237352,90.00943763089253,1
0.9283991391982104,324.7599900357444,27.326728022755645,1.9610757410559936,9.1005795770755,3.7550931292869127,62.12620081103248,0.8258177062973975,0.9163553350616788,4.905605047201581,0.915732745490222,2.092392883939412,38.44859915506092,23.72783295233612,1
1.1425503400636965,280.6451959077293,79.16473005557089,0.9908055529499123,-0.1624603562532618,0.6362061112157784,52.060512379368326,0.0302160843760664,-0.1497744009537642,1.3692782088146285,-0.0218395371690517,2.3094097988772866,66.94469399341591,-3.294845231410981,0
1.032301522570235,165.76098857525838,37.60591956896586,1.896718787849704,2.1732375761600657,4.538260979526594,11.564663165607058,-0.1818445442913517,0.0446702425601092,1.191451787425568,0.1435583847405799,1.988074188687356,73.94531260387745,-2.753142765726203,0
0.1435783353053711,201.1810745142457,72.96173375469644,1.7220340310061024,7.705831920570255,3.6526363043908505,-12.89176078660178,0.0678796973613856,-0.066782957531811,-0.301045020805212,-0.0828914549392744,2.0959663198824345,61.34164456133522,-1.8336196769409696,0
0.9924627490706692,297.25347667132,104.2960890995891,2.1267000097211533,10.4486885668183,7.29227864747237,74.48915703505682,0.8913331399785289,1.3158996891304724,6.006576808581845,1.1253282517155054,1.9191167448152329,160.8883310880414,9.389123069975334,1
